微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Jo7o9DMuN,逛完我岛，已经生二胎了逛完我岛，室友吃了走得很安详逛完我岛，效果很好，括约肌也可以用知道我恰饭了你们都会在评论区抽象留言，这次我就先走一步了。不过“我岛”真的是一款用了会变酷的𝘼𝙥𝙥，这是一个青年兴趣社区，多元与包容是「我岛」的核心价理念，独立音乐／街头文化／先锋艺术…不管是多么小众多么冷门的兴趣爱好在这儿都能找到同好。同时「我岛」还有一个青年文化向长视频地内容板块，在上面你能看到各种深度视频，包括《古惑仔》对中国纹身文化的影响、三位Battle冠军跟你聊聊freestyle的那些事儿、用无性别时尚挑战社会规范的东京酷儿…这儿大概是中文互联网最开放最多元的角落，在这里你能看到别的平台没有的尖货，跟着全世界最会玩的年轻人去探索文化内核。还不火速来岛上找我⛰             [组图共9张]      原图                             ,,"http://ww4.sinaimg.cn/large/006gMemDly1gjh0rl2xcyj30n01ba7k0.jpg,http://ww4.sinaimg.cn/large/006gMemDly1gjh0rmqxrlj30n01bax0y.jpg,http://ww2.sinaimg.cn/large/006gMemDly1gjh0rnsz9pj30n01baas9.jpg,http://ww2.sinaimg.cn/large/006gMemDly1gjh0roarb8j309m0jsgpi.jpg,http://ww4.sinaimg.cn/large/006gMemDly1gjh0rprrfoj30u01q6qu8.jpg,http://ww2.sinaimg.cn/large/006gMemDly1gjh0rrg2r5j30n01bah1t.jpg,http://ww2.sinaimg.cn/large/006gMemDly1gjh0rtftz5j30n01ba1kx.jpg,http://ww2.sinaimg.cn/large/006gMemDly1gjh0rtz1ogj30gy0dwwfn.jpg,http://ww2.sinaimg.cn/large/006gMemDly1gjh0ruruh7j309n0jsdme.jpg",无,无,2020-10-07 20:00,天线宝宝的Android,1103,5,120
Jo7idaaQM,“和为2！”下棋时王老汉眼见快输了，灵机一动选择求和，成功求出下棋人数之和。——傲天旧梦_  ,,无,无,无,2020-10-07 19:45,天线宝宝的Android,943,11,33
Jo7d1oQWl,敌军不怕牺牲的精神让我军机枪手的双手都竖起了大拇指。——草原上的暗杀者  ,,无,无,无,2020-10-07 19:33,天线宝宝的Android,649,5,28
Jo76biBGl,刚吃完蒜的小明拿出了一张演算纸盖住口鼻——一只可爱公鸡  ,,无,无,无,2020-10-07 19:16,天线宝宝的Android,717,13,32
Jo6ZSnu8b,父亲离开儿子半分钟回来找不到人，监控拍下孩子立地成佛全过程——旺星人  ,,无,无,无,2020-10-07 19:00,天线宝宝的Android,1062,21,42
Jo6Vudy7f,别被骗了 植物大战僵尸其实只是游戏 现实中的豌豆根本不会射子弹——@都要好过  ,,无,无,无,2020-10-07 18:49,天线宝宝的Android,1981,32,86
Jo6V1D9UL,处女座男性的惊人共同之处：都是在8.23日到9.22日间出生——我是狐仙我自豪  ,,无,无,无,2020-10-07 18:48,天线宝宝的Android,1268,16,47
Jo6ReqyVM,我妈问我房间的灯关了没，于是我特地开灯检查了一遍，果然没关。——漂泊中的信天翁  ,,无,无,无,2020-10-07 18:39,天线宝宝的Android,1214,49,59
Jo6OMvjXb,盗亦有道的盗猎团伙观察山区地形后决定先修路——此吧右上角之父  ,,无,无,无,2020-10-07 18:33,天线宝宝的Android,588,12,22
Jo6CGhgrW,喜欢搞异地恋的人也称为遥控。——张脑丸  ,,无,无,无,2020-10-07 18:03,天线宝宝的Android,1037,13,46
Jo6gOfonX,留得青山在，青山依旧在。——东大一枝花1997  ,,无,无,无,2020-10-07 17:09,天线宝宝的Android,1593,41,81
Jo69SAwne,这世上没有什么是完全相同的这世上没有什么是完全相同的——@737三  ,,无,无,无,2020-10-07 16:52,天线宝宝的Android,1931,30,79
Jo5SOr9Pc,为了躲避追捕，两名机智的逃犯互换身份证——蝙蝠贯日  ,,无,无,无,2020-10-07 16:10,天线宝宝的Android,1015,27,24
Jo5DcoaFu,手工制作一套扑克牌，已经做到黑桃十五了——胡闹北极熊  ,,无,无,无,2020-10-07 15:32,天线宝宝的Android,1048,10,39
Jo5v65d6C,吕蒙出征在关羽像前拜了拜：关二爷保佑我大败关羽！——﹎℡瘋絯...  ,,无,无,无,2020-10-07 15:12,天线宝宝的Android,1569,27,45
Jo5p914Tb,我们老板为了能高瞻远瞩升上了天堂——此吧右上角之父  ,,无,无,无,2020-10-07 14:57,天线宝宝的Android,707,14,28
Jo4Val8aa,上课容易睡觉的小明介绍经验时说：我的字典里没有“困难”这个词！——@一只犀利的花蚂蚁  ,,无,无,无,2020-10-07 13:43,天线宝宝的Android,410,8,22
Jo2UhewRR,王老汉便秘了，于是我帮他叫了一台吸粪车。  ——@本当饺子大萝  ,,无,无,无,2020-10-07 08:35,天线宝宝的Android,1210,22,81
Jo2rYDKrA,两盏声控灯我一语双关。  ——@宇宙级树莓酱  ,,无,无,无,2020-10-07 07:26,天线宝宝的Android,2237,83,56
JnZrenXKa,超人和奥特曼都不翼而飞。 ——@肉肉lin  ,,无,无,无,2020-10-06 23:46,天线宝宝的Android,922,26,40
JnZcyzOL6,铁扇公主有牛子。  ——@雨季会降临赤地  ,,无,无,无,2020-10-06 23:09,天线宝宝的Android,766,16,62
JnYZopPFz,动物园里少了一只长颈鹿，各位游客出园前请自觉开包配合检查，谢谢！  ——@美人驴战士  ,,无,无,无,2020-10-06 22:37,天线宝宝的Android,2160,48,79
JnXZhdIPE,小明因过度劳累住院，为彻底根治，李医生偷偷为小明提交了辞职信    ——@人民日扳  ,,无,无,无,2020-10-06 20:04,天线宝宝的Android,968,36,43
JnXyBFjQx,我还没有坐过飞机，我想知道起飞时得有多少人在机头那里哈气。 ——@新之助和破坏球都有屁屁神功  ,,无,无,无,2020-10-06 18:58,天线宝宝的Android,726,12,39
JnXmJisdk,儿子迟迟学不会说话，老王怀疑是没给开口费。 ——@花椒軍士24  ,,无,无,无,2020-10-06 18:29,天线宝宝的Android,759,12,32
JnVvSADFF,老王跟人后边连连道谢，被骂是尾谢狂——@OnlineAtonement  ,,无,无,无,2020-10-06 13:46,天线宝宝的Android,545,7,22
JnUYh5ZLR,王警官通过多米诺反应，认定死者是一个接一个倒下的——@咸鱼枝上撒点盐  ,,无,无,无,2020-10-06 12:23,天线宝宝的Android,676,12,22
JnUuTmgwt,王警官教育犯罪嫌疑人说：“我建议你多看一下自己的现场”。——@踩单车的小小罗  ,,无,无,无,2020-10-06 11:11,天线宝宝的Android,896,14,28
JnQ6RuT20,王老汉在洗澡前沐浴更衣 ——@一片大水塘  ,,无,无,无,2020-10-06 00:01,天线宝宝的Android,863,13,44
JnPMx1ooy,我和毕加索之间只差一个毕加索——@月照蓝星  ,,无,无,无,2020-10-05 23:11,天线宝宝的Android,4119,138,115
JnPM9DoUW,这是压死骆驼的最后一吨稻草——@一个莫得感情的控制守卫  ,,无,无,无,2020-10-05 23:10,天线宝宝的Android,898,16,39
JnPLXdQqs,三岛由纪夫的老婆是不是叫三岛由纪妻？——@西兰花种植园园长  ,,无,无,无,2020-10-05 23:09,天线宝宝的Android,1170,7,64
JnPm0frUh,王爷爷临死前的最后一句话：啊，不行了，要去了——@搞笑艺人登场咯  ,,无,无,无,2020-10-05 22:05,天线宝宝的Android,1797,47,89
JnPd5mlyN,今天微博的开机广告，我愿称之为《肖生氪的救赎》。——@一只犀利的花蚂蚁  ,,无,无,无,2020-10-05 21:43,天线宝宝的Android,5143,207,141
JnP4ndYev,军书十二卷，卷卷有爷名。木兰替爷征，爷连夜又凑了11个女人，这才糊弄过去。——@圆脸吃油条  ,,无,无,无,2020-10-05 21:22,天线宝宝的Android,2195,143,87
JnOST6Xbj,既然错题比对题重要，那么为什么当初不只做错题呢?——@郑涵今天拉屎了吗  ,,无,无,无,2020-10-05 20:54,天线宝宝的Android,817,7,30
JnNRHchym,人画的鬼画符是不是人画符——@郑涵今天拉屎了吗  ,,无,无,无,2020-10-05 18:18,天线宝宝的Android,409,4,21
JnNlRk7iL,猴子里的美人鱼是不是水猴子——@吃fun了吗  ,,无,无,无,2020-10-05 16:59,天线宝宝的Android,609,7,50
JnN6y9E02,911发生以后，消防员及时赶到，跟指挥人员说：救这？救这？——@机智的日常  ,,无,无,无,2020-10-05 16:22,天线宝宝的Android,1890,27,126
JnMMeaXs0,哪种细胞最不擅长经营？胰岛B细胞，因为已倒闭。——@有约不来咕月半  ,,无,无,无,2020-10-05 15:32,天线宝宝的Android,964,26,55
JnMC5lmzs,国骂从cnm演变到nmsl，人口基数也就下来了——@追风少年sama  ,,无,无,无,2020-10-05 15:07,天线宝宝的Android,4536,112,186
JnLzED7mp,今天不再刷微博——肖生匿迹。 ——@三代目火柱  ,,无,无,无,2020-10-05 12:28,天线宝宝的Android,7512,460,232
JnL8c1RY4,"白金之星在游戏里抽到了ssr, 不禁高兴的喊：欧拉欧拉欧拉欧拉欧拉！——@粥_人生几何  ",,无,无,无,2020-10-05 11:20,天线宝宝的Android,993,41,55
JnKWSd34l,小明帮收破烂的老头推三轮车，老头答应以后收破烂给小明便宜点——@上课课课小学生  ,,无,无,无,2020-10-05 10:52,天线宝宝的Android,1077,22,58
JnKK03t9R,教数学的李老师有时也给历史老师代代课，他最擅长的是曲线救国 ——@领先处男半目  ,,无,无,无,2020-10-05 10:21,天线宝宝的Android,643,27,26
JnGuvwd6c,小明临终前，小明的妈妈把头发染成了粉色，避免了白发人送黑发人的悲剧。——@清水河大騎士  ,,无,无,无,2020-10-04 23:32,天线宝宝的Android,1159,17,50
JnFqE9aWh,要抓住一个男人首先要抓住他的胃，王警官苦练厨艺终于抓获嫌疑人。——@是阿珍少女吗  ,,无,无,无,2020-10-04 20:49,天线宝宝的Android,1478,31,73
JnEKjesgq,人类是有多肮脏，穿过的衣服都要洗。——@Vinta__  ,,无,无,无,2020-10-04 19:05,天线宝宝的Android,1146,37,58
JnEfyFbaq,PokemonGo已经过时了，变成了PokemonGone。——@Useless_p  ,,无,无,无,2020-10-04 17:49,天线宝宝的Android,1557,85,58
JnDgAc4Uy,“请你配合我们警方作案”，王警官说道。——@循环嗷  ,,无,无,无,2020-10-04 15:19,天线宝宝的Android,941,9,38
JnCNNrRHb,老牛吃嫩草，老草吃嫩牛五方——@晓天Alasky  ,,无,无,无,2020-10-04 14:08,天线宝宝的Android,899,31,37
JnCrA6gBs,某食用油集团被举报，原因是压榨花生油。——@框同学-  ,,无,无,无,2020-10-04 13:13,天线宝宝的Android,899,21,33
JnBQSexcB,「他被他的粉搞臭了。」粉店老板娘指着正在嗦螺蛳粉的男子如是说。——@天城宛  ,,无,无,无,2020-10-04 11:43,天线宝宝的Android,5219,85,171
JnBwqh9Xw,王警官冒着枪林弹雨解救人质，美中不足的是雨伞落在了匪窝——@JY姜原  ,,无,无,无,2020-10-04 10:52,天线宝宝的Android,852,4,26
Jnxe6t4vW,"""我无雨了。""龙王对着求雨的人说——@找打bot  ",,无,无,无,2020-10-03 23:56,天线宝宝的Android,1404,64,63
Jnx350QKr,心情不好的小明在被问到蜥蜴是什么动物时回到：“爬行吗？”——@蝎螺  ,,无,无,无,2020-10-03 23:29,天线宝宝的Android,967,61,65
JnwFMptMC,杭州人否认杭州在曾经的越国，因为杭州没有春秋——@-驻足竹筑-  ,,无,无,无,2020-10-03 22:32,天线宝宝的Android,491,33,39
Jnws08pMb,老王炖肉放了二十几味中药材，其中十三香放了两次。——@胖逼  ,,无,无,无,2020-10-03 21:58,天线宝宝的Android,730,11,34
Jnw1XfpBC,蜂窝做成蜂窝煤的时候里面的蜜蜂去哪里了——@零的假面  ,,无,无,无,2020-10-03 20:54,天线宝宝的Android,1297,26,56
JnvV9gz7y,拆弹专家在最后一分钟的时候玩起了解压玩具——@栗子垣  ,,无,无,无,2020-10-03 20:37,天线宝宝的Android,829,12,33
JnvRf1MxE,我们公司生产的破洞款雨衣，解决了大家下雨天披雨衣却淋不到雨的麻烦——@栗子垣  ,,无,无,无,2020-10-03 20:27,天线宝宝的Android,548,10,17
JnvLfdvXC,小红闭眼盲听居然准确说出所听歌曲——@Joe小鱼  ,,无,无,无,2020-10-03 20:13,天线宝宝的Android,383,2,25
JnuBkwCv2,麻醉成功后，李医生如释重负开始说起了患者的坏话——@人民日扳  ,,无,无,无,2020-10-03 17:15,天线宝宝的Android,1007,21,32
JntTdeXtP,狗急跳墙形容的是兔子急了会咬人。   ——@花椒軍士24  ,,无,无,无,2020-10-03 15:27,天线宝宝的Android,696,13,41
JntO0en5v,下雨天=云(已黑化)——@迟早会暴富的小陈  ,,无,无,无,2020-10-03 15:14,天线宝宝的Android,575,13,21
Jnt9YCnQ5,肛肠科的检查灯是不是也叫孔明灯？——@活死人WokenDay  ,,无,无,无,2020-10-03 13:35,天线宝宝的Android,1569,144,51
JnsJIsJCh,重要的话要说三遍，今天我对着我的老婆说，老婆我想晶你。——@狱警小张张  ,,无,无,无,2020-10-03 12:31,天线宝宝的Android,1393,43,82
JnrwTAe0Z,M的地狱就是天堂——@花纷飘  ,,无,无,无,2020-10-03 09:26,天线宝宝的Android,1103,16,51
Jno82pDRZ,“勉强能充。”老王拿着淘到的二手充电器说道。——@x90819775  ,,无,无,无,2020-10-03 00:47,天线宝宝的Android,792,9,32
Jno1dyD37,“我还是决定跟你分手。我们就此道个别吧。”“别吧。”——@SureRaizer  ,,无,无,无,2020-10-03 00:30,天线宝宝的Android,1934,138,75
Jno0OuYPI,如果我想死，那一定是我不想活了——@70号庇护所  ,,无,无,无,2020-10-03 00:29,天线宝宝的Android,905,34,49
JnnDWoOUB,小明为成为社会人欲在背后刺青，竟被刺身店老板断然拒绝。 ——抵制一美帝  ,,无,无,无,2020-10-02 23:33,微博 weibo.com,516,5,41
JnnfAoLxP,考古队在地震中心发掘出盘古的手机 ——旺星人票昌  ,,无,无,无,2020-10-02 22:33,微博 weibo.com,1090,6,57
JnmRerXLn,买了个明朝的桌子，发现底下埋伏着20个刀斧手——單戈獨戰  ,,无,无,无,2020-10-02 21:33,微博 weibo.com,1838,40,45
Jnmd6sIEJ,小明不小心点错了赞，取消后却被博主私信威慑：“消赞必死。”——zjj609333709  ,,无,无,无,2020-10-02 19:54,天线宝宝的Android,40841,1471,1193
Jnm4wxjz9,你这人有病吧你？医生对病人说。 ——大神周℡  ,,无,无,无,2020-10-02 19:33,微博 weibo.com,869,29,58
JnlhOArHd,过期的药可以治好死人的病。 ——大波子汽水  ,,无,无,无,2020-10-02 17:33,微博 weibo.com,954,39,44
Jnkv6DB80,正道的光！反道逆向行驶的司机看着远处打来的车灯唱道。 ——老罗叔  ,,无,无,无,2020-10-02 15:33,微博 weibo.com,707,18,19
JnjIp5aZj,这些干货知识，大家好评如潮 ——老罗叔  ,,无,无,无,2020-10-02 13:33,微博 weibo.com,583,4,24
JniVH67ph,某流量明星因公开辱骂黑粉被批种族歧视——Dustin615haha  ,,无,无,无,2020-10-02 11:33,微博 weibo.com,3113,38,77
JniBgCfcJ,在地铁上发微博的时候要注意车门，谨防被夹——@Sadako-rp恢复模式  ,,无,无,无,2020-10-02 10:42,天线宝宝的Android,1209,52,52
Jni8Zbssy,因为有困难找警察，所以小明抱着数学作业就进入了派出所。——亦可说  ,,无,无,无,2020-10-02 09:33,微博 weibo.com,1288,16,45
Jnhmhj07i,战场上遇到心动敌将，无奈只能诈降骗婚 ——老罗叔  ,,无,无,无,2020-10-02 07:33,微博 weibo.com,807,41,41
Jne5klAXC,我话说的难听一点，殢奿蒘曞癋脽卝詧黌槇 ——月夜魔术师  ,,无,无,无,2020-10-01 23:13,微博 weibo.com,1035,11,37
JndGYlwjw,第一次抢劫，洗钱能用洗衣机洗吗？ ——有事快要  ,,无,无,无,2020-10-01 22:13,微博 weibo.com,747,6,51
JndiCoKa6,投胎时能不能不服从调剂？ ——半灵-妖梦  ,,无,无,无,2020-10-01 21:13,微博 weibo.com,1658,54,60
JncUgrY2X,还记得叔叔吗，你小的时候我还抱过你妈呢 ——liutianyi66  ,,无,无,无,2020-10-01 20:13,微博 weibo.com,1801,41,107
JncvUsYAA,女神对我忽冷忽热两个月之后我终于感冒了 ——00章鱼哥0  ,,无,无,无,2020-10-01 19:13,微博 weibo.com,828,23,34
Jnc7ytZVT,长寿要从一点一滴做起——帅八怪Tbg  ,,无,无,无,2020-10-01 18:13,微博 weibo.com,1006,10,58
JnbJcyjQy,“勉强能冲”小明如此评价劣质马桶 ——rainssong  ,,无,无,无,2020-10-01 17:13,微博 weibo.com,1323,16,41
JnbkQw3hz,古语说，只要过了79这个坎，就能活到80岁——权志龙偷井盖5  ,,无,无,无,2020-10-01 16:13,微博 weibo.com,884,6,55
JnaWuBsGE,百年树人，七百年周树人——Minecraft狼狼  ,,无,无,无,2020-10-01 15:13,微博 weibo.com,805,20,31
Jnay8Cu7T,三价铁离子与铜在一起了“感觉有被绿。”铁离子说——Minecraft狼狼  ,,无,无,无,2020-10-01 14:13,微博 weibo.com,773,27,45
JnakZlN42,每月1号16号更换头像，本周头像由@正午滴井  提供，十分感谢，另外每次展示一些很遗憾没选上的作品，非常感谢你们的付出，谢谢。图二是@优优-Nina 作品图三是@柯西Aka 作品图四是@子今RepelloMuggletum 作品图五是@有谁不爱简隋英 作品图六是@呆呆和包包 作品谢谢你们  [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/006gMemDgy1gj9s0g5sfaj30tg0tgaau.jpg,http://ww4.sinaimg.cn/large/006gMemDgy1gj9s0gb5jnj30u00u04qp.jpg,http://ww1.sinaimg.cn/large/006gMemDgy1gj9s0gchm3j30ku0kudh0.jpg,http://ww2.sinaimg.cn/large/006gMemDgy1gj9s0g6pg7j30qn0zkabl.jpg,http://ww1.sinaimg.cn/large/006gMemDgy1gj9s0g8tbnj30u00u0n1q.jpg,http://ww4.sinaimg.cn/large/006gMemDgy1gj9s0goa68j30u00u04qp.jpg",无,无,2020-10-01 13:40,微博 weibo.com,386,1,41
JnafJoXzG,#青龙山清明诗会# 诗三首，作者@2100年2月30日星期八  [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/006gMemDgy1gj9rpg4quoj30ri0s5abc.jpg,http://ww1.sinaimg.cn/large/006gMemDgy1gj9rpgleffj30ri0p60u1.jpg,http://ww1.sinaimg.cn/large/006gMemDgy1gj9rph9ylhj30ri0m6gme.jpg",无,无,2020-10-01 13:27,天线宝宝的Android,472,51,36
Jna2HAMdG,为响应文化自信，我的世界俄服改名俄罗斯方块——我对你木大wryy  ,,无,无,无,2020-10-01 12:55,微博 weibo.com,1286,30,27
Jn9EG2wzr,阴间和我们阳间是反着的，南半球和我们也是反着的，南半球是不是就是阴间呢？——@sunus06832  ,,无,无,无,2020-10-01 11:56,天线宝宝的Android,2899,209,101
Jn9wzorYW,甘道夫：矮人竟在我身边——@彈珠巫師  ,,无,无,无,2020-10-01 11:36,天线宝宝的Android,776,27,40
Jn9qah6NC,树挪死人挪活，植物人王老汉在被护士挪动床位之后变成了丧尸——@Bingoooo  ,,无,无,无,2020-10-01 11:20,天线宝宝的Android,692,18,36
Jn8P7DLTe,“不要随便掏心掏肺，做人要保留一部分”食人族大厨对学徒说。——@维他马柠檬茬  ,,无,无,无,2020-10-01 09:49,天线宝宝的Android,746,28,27
